ranker,player,,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,DUMMY,ows,dws,ws,ws_per_48,DUMMY,obpm,dbpm,bpm,vorp
346,LaSalle Thompson,LaSalle Thompson,C,31,IND,IND,63,730,10.7,.515,.005,.183,8.4,18.3,13.4,6.6,2.0,2.1,17.0,16.1,,0.1,0.9,0.9,.061,,-3.5,0.7,-2.8,-0.1
347,Otis Thorpe,Otis Thorpe,PF,30,HOU,HOU,72,2357,14.6,.575,.003,.371,11.2,16.8,14.2,11.5,0.9,0.5,15.8,17.9,,3.2,2.8,6.0,.122,,-0.2,-0.6,-0.8,0.7
348,Sedale Threatt,Sedale Threatt,PG,31,LAL,LAL,82,2893,16.5,.550,.052,.209,1.8,9.0,5.4,29.8,2.5,0.2,13.4,19.2,,4.8,2.3,7.1,.117,,0.5,0.2,0.7,2.0
349,Wayman Tisdale,Wayman Tisdale,PF,28,SAC,SAC,76,2283,15.7,.540,.002,.216,5.9,18.9,12.2,7.7,1.1,1.3,9.1,23.0,,2.5,1.9,4.5,.094,,-0.4,-0.9,-1.3,0.4
350,Tom Tolbert,Tom Tolbert,PF,27,ORL,ORL,72,1838,10.4,.552,.062,.370,8.7,16.2,12.7,7.1,0.9,0.7,19.0,15.3,,0.8,1.9,2.7,.071,,-2.0,-0.1,-2.1,-0.1
351,Trent Tucker,Trent Tucker,SG,33,CHI,CHI,69,909,14.1,.584,.444,.075,2.0,7.2,4.5,12.5,1.4,0.4,5.6,15.4,,2.2,0.7,2.8,.150,,1.2,-0.5,0.7,0.6
352,Jeff Turner,Jeff Turner,PF,30,ORL,ORL,75,1479,11.4,.564,.039,.160,6.0,12.8,9.6,10.9,0.6,0.4,12.4,15.5,,1.8,1.2,3.1,.100,,-1.3,-0.3,-1.6,0.2
353,Kiki Vandeweghe,Kiki Vandeweghe,SF,34,LAC,LAC,41,494,13.8,.547,.182,.325,2.7,8.2,5.4,7.1,1.3,0.9,7.9,21.0,,0.8,0.3,1.1,.107,,-0.1,-0.8,-0.9,0.1
354,Loy Vaught,Loy Vaught,PF,24,LAC,LAC,79,1653,16.0,.543,.006,.252,10.9,22.2,16.5,4.6,1.6,1.5,10.8,19.1,,2.0,2.2,4.2,.123,,-0.3,-0.9,-1.2,0.3
355,Gundars Vētra,Gundars Vētra,SF,25,MIN,MIN,13,89,13.6,.528,.075,.150,5.5,5.4,5.4,12.2,1.1,0.0,4.5,22.3,,0.1,0.0,0.1,.070,,0.4,-2.1,-1.7,0.0
356,Darrell Walker,Darrell Walker,PG-SG,31,TOT,37,511,6.4,.372,.010,.271,4.8,8.3,6.5,13.1,3.3,0.3,18.9,11.2,,-0.4,0.6,0.2,.019,,-5.2,2.1,-3.1,-0.1
357,Duane Washington,Duane Washington,SG,28,LAC,LAC,4,28,-2.1,.000,.000,.000,0.0,8.0,4.0,20.0,1.7,0.0,28.6,10.3,,-0.1,0.0,-0.1,-0.167,,-7.5,-1.1,-8.6,0.0
358,Clarence Weatherspoon,Clarence Weatherspoon,SF,22,PHI,PHI,82,2654,15.0,.519,.004,.387,7.3,16.7,12.0,8.9,1.6,1.5,12.5,22.4,,1.1,2.2,3.3,.059,,-1.0,-0.9,-1.9,0.1
359,Marcus Webb,Marcus Webb,PF,22,BOS,BOS,9,51,20.1,.570,.040,.840,11.2,11.0,11.1,6.3,1.0,2.5,12.7,33.4,,0.1,0.0,0.1,.130,,-0.8,-1.3,-2.1,0.0
360,Spud Webb,Spud Webb,PG,29,SAC,SAC,69,2335,14.4,.536,.171,.416,2.0,7.4,4.6,29.3,2.1,0.2,17.2,19.7,,2.5,1.4,3.9,.080,,0.2,-0.9,-0.7,0.8
361,Robert Werdann,Robert Werdann,C,22,DEN,DEN,28,149,7.7,.365,.017,.525,16.2,20.7,18.5,6.5,1.9,1.6,14.2,23.1,,-0.3,0.2,-0.1,-0.020,,-7.0,-1.5,-8.5,-0.2
362,Doug West,Doug West,SG,25,MIN,MIN,80,3104,14.2,.559,.018,.237,3.5,6.1,4.8,13.6,1.4,0.4,10.7,22.1,,3.8,0.4,4.3,.066,,-0.4,-1.8,-2.2,-0.1
363,Mark West,Mark West,C,32,PHO,PHO,82,1558,11.4,.609,.000,.582,11.2,21.3,16.4,2.4,0.5,4.0,20.6,11.9,,1.2,2.2,3.4,.104,,-2.7,0.4,-2.3,-0.1
364,Randy White,Randy White,PF,25,DAL,DAL,64,1433,13.2,.498,.078,.341,10.7,17.9,14.0,5.4,2.1,2.0,14.8,20.7,,0.0,0.8,0.8,.026,,-2.5,-1.1,-3.6,-0.6
365,Morlon Wiley,Morlon Wiley,PG,26,TOT,58,995,9.9,.495,.606,.102,3.0,7.3,5.0,24.9,3.2,0.2,23.2,14.2,,0.0,0.5,0.5,.023,,-2.1,0.0,-2.1,0.0
366,Dominique Wilkins*,Dominique Wilkins,SF,33,ATL,ATL,71,2647,24.3,.570,.199,.396,7.6,12.9,10.1,14.9,1.3,0.6,9.0,31.9,,9.1,1.4,10.5,.191,,7.1,-1.7,5.4,4.9
367,Eddie Lee Wilkins,Eddie Lee Wilkins,PF,30,PHI,PHI,26,192,21.2,.602,.021,.804,7.9,14.6,11.3,2.0,1.8,0.3,11.5,32.6,,0.3,0.1,0.5,.122,,0.4,-2.6,-2.1,0.0
368,Gerald Wilkins,Gerald Wilkins,SF,29,CLE,CLE,80,2079,12.9,.508,.073,.227,4.3,7.4,5.9,12.8,1.9,0.5,9.7,20.7,,1.4,2.1,3.5,.080,,-1.8,-0.5,-2.2,-0.1
369,Buck Williams,Buck Williams,PF,32,POR,POR,82,2498,11.9,.545,.002,.405,9.9,20.7,15.1,4.1,1.6,1.5,14.0,11.9,,2.3,3.8,6.1,.117,,-1.8,0.8,-1.0,0.6
370,Corey Williams,Corey Williams,PG,22,CHI,CHI,35,242,9.3,.428,.035,.259,8.8,5.9,7.4,12.7,0.9,0.6,10.4,18.9,,0.1,0.1,0.2,.042,,-3.2,-2.5,-5.7,-0.2
371,Herb Williams,Herb Williams,C,34,NYK,NYK,55,571,10.1,.429,.000,.120,8.8,19.3,14.2,4.9,1.9,3.3,10.7,15.6,,-0.3,1.4,1.1,.095,,-3.7,2.4,-1.3,0.1
372,Hot Rod Williams,Hot Rod Williams,C,30,CLE,CLE,67,2055,13.7,.535,.000,.529,7.4,15.4,11.6,10.1,1.2,3.1,14.4,17.4,,1.7,2.8,4.5,.105,,-1.0,0.8,-0.1,0.9
373,Jayson Williams,Jayson Williams,PF,24,NJN,NJN,12,139,10.6,.454,.000,.391,17.2,15.0,16.1,0.0,1.4,1.8,12.9,18.7,,0.0,0.2,0.2,.052,,-3.7,-1.7,-5.4,-0.1
374,John Williams,John Williams,SF,26,LAC,LAC,74,1638,10.5,.461,.111,.270,5.9,15.6,10.7,11.3,2.5,0.9,12.9,15.4,,-0.2,2.1,1.9,.055,,-2.5,1.0,-1.5,0.2
375,Kenny Williams,Kenny Williams,SF,23,IND,IND,57,844,17.7,.558,.011,.241,13.4,16.2,14.8,6.7,1.2,3.4,8.2,17.0,,1.8,0.8,2.7,.151,,1.4,-0.4,1.0,0.6
376,Lorenzo Williams,Lorenzo Williams,PF-C,23,TOT,27,179,10.9,.461,.000,.194,10.9,23.4,17.3,3.6,1.4,5.9,17.0,11.4,,0.0,0.3,0.3,.074,,-4.0,2.4,-1.6,0.0
377,Micheal Williams,Micheal Williams,PG,26,MIN,MIN,76,2661,19.0,.579,.135,.584,3.8,8.5,6.2,39.2,3.2,0.6,18.6,20.4,,5.8,1.8,7.6,.138,,2.4,0.2,2.7,3.1
378,Reggie Williams,Reggie Williams,SF,28,DEN,DEN,79,2722,15.8,.517,.105,.254,5.1,11.6,8.3,16.7,2.2,1.7,13.0,22.3,,2.4,3.6,5.9,.105,,0.4,1.1,1.5,2.4
379,Scott Williams,Scott Williams,PF,24,CHI,CHI,71,1369,14.6,.513,.020,.354,13.7,24.7,19.0,6.6,2.1,3.2,15.1,15.3,,1.4,2.5,3.9,.136,,-2.3,0.7,-1.6,0.1
380,Walt Williams,Walt Williams,SF,22,SAC,SAC,59,1673,15.0,.524,.232,.367,7.4,10.4,8.8,16.7,1.9,1.1,15.8,27.7,,0.4,1.2,1.6,.047,,0.4,-1.1,-0.7,0.5
381,Kevin Willis,Kevin Willis,PF,30,ATL,ATL,80,2878,17.4,.531,.024,.246,12.5,27.9,19.9,8.9,1.2,0.9,13.6,22.5,,3.0,3.0,6.0,.099,,0.1,-1.7,-1.5,0.3
382,Kennard Winchester,Kennard Winchester,SG,26,HOU,HOU,39,340,11.2,.481,.137,.158,6.0,10.1,8.2,5.9,1.5,1.8,9.2,21.3,,0.0,0.4,0.4,.054,,-3.2,-0.3,-3.5,-0.1
383,David Wingate,David Wingate,SF,29,CHH,CHH,72,1471,11.5,.574,.018,.318,3.8,8.7,6.4,16.2,2.1,0.3,18.9,13.2,,1.3,1.0,2.3,.075,,-1.4,0.6,-0.8,0.5
384,Joe Wolf,Joe Wolf,C,28,TOT,23,165,11.9,.519,.023,.364,9.1,23.2,15.9,4.2,2.1,0.4,12.1,14.5,,0.1,0.3,0.4,.118,,-3.2,0.2,-3.0,0.0
385,David Wood,David Wood,PF,28,SAS,SAS,64,598,8.7,.549,.179,.470,7.6,10.8,9.3,7.6,1.1,1.2,17.0,12.5,,0.5,0.5,1.0,.082,,-2.9,0.1,-2.8,-0.1
386,Randy Woods,Randy Woods,PG,22,LAC,LAC,41,174,12.3,.439,.212,.394,3.8,5.1,4.5,30.1,3.9,0.4,17.1,22.1,,-0.1,0.2,0.1,.037,,-2.9,0.5,-2.4,0.0
387,Orlando Woolridge,Orlando Woolridge,SF,33,TOT,58,1555,13.4,.516,.015,.295,5.9,7.3,6.6,11.5,0.9,1.1,10.5,20.8,,1.5,0.8,2.3,.072,,-0.4,-0.7,-1.1,0.4
388,James Worthy*,James Worthy,SF,31,LAL,LAL,82,2359,15.6,.494,.097,.185,3.5,8.5,6.0,19.1,1.9,0.7,10.0,24.9,,1.4,1.6,3.0,.060,,0.8,-1.0,-0.2,1.0
389,Howard Wright,Howard Wright,PF,25,ORL,ORL,4,10,28.7,.680,.000,.400,12.0,10.7,11.3,0.0,0.0,0.0,0.0,25.3,,0.0,0.0,0.0,.182,,7.0,-2.4,4.7,0.0
390,Danny Young,Danny Young,PG,30,DET,DET,65,836,10.4,.519,.407,.192,1.6,4.7,3.1,19.2,1.9,0.4,14.2,10.8,,0.9,0.5,1.4,.081,,-1.5,1.0,-0.5,0.3
